"","p","freq","mu_a","lambda_eff","N","beta_eff","mu_l","mu_h","mu_BB","mu_AB","mu_AA","species"
"3693",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.543311165714286,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3694",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.555855756326531,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3695",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.568400346938776,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3696",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.580944937551021,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3697",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.593489528163265,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3698",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.60603411877551,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3699",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.618578709387755,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3700",1,1,0.00136986301369863,173.390764991077,0.000123,0.000958904109589041,0.6311233,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3701",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.01643836,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3702",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.0289829506122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3703",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.0415275412244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3704",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.0540721318367347,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3705",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.0666167224489796,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3706",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.0791613130612245,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3707",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.0917059036734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3708",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.104250494285714,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3709",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.116795084897959,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3710",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.129339675510204,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3711",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.141884266122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3712",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.154428856734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3713",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.166973447346939,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3714",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.179518037959184,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3715",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.192062628571429,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3716",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.204607219183674,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3717",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.217151809795918,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3718",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.229696400408163,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3719",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.242240991020408,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3720",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.254785581632653,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3721",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.267330172244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3722",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.279874762857143,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3723",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.292419353469388,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3724",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.304963944081633,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3725",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.317508534693878,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3726",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.330053125306122,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3727",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.342597715918367,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3728",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.355142306530612,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3729",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.367686897142857,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3730",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.380231487755102,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3731",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.392776078367347,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3732",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.405320668979592,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3733",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.417865259591837,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3734",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.430409850204082,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3735",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.442954440816327,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3736",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.455499031428572,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3737",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.468043622040816,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3738",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.480588212653061,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3739",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.493132803265306,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3740",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.505677393877551,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3741",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.518221984489796,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3742",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.530766575102041,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3743",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.543311165714286,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3744",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.555855756326531,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3745",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.568400346938776,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3746",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.580944937551021,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3747",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.593489528163265,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3748",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.60603411877551,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3749",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.618578709387755,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3750",1,1,0.00136986301369863,202.654258071252,0.000123,0.000958904109589041,0.6311233,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3751",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.01643836,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3752",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.0289829506122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3753",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.0415275412244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3754",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.0540721318367347,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3755",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.0666167224489796,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3756",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.0791613130612245,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3757",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.0917059036734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3758",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.104250494285714,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3759",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.116795084897959,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3760",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.129339675510204,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3761",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.141884266122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3762",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.154428856734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3763",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.166973447346939,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3764",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.179518037959184,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3765",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.192062628571429,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3766",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.204607219183674,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3767",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.217151809795918,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3768",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.229696400408163,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3769",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.242240991020408,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3770",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.254785581632653,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3771",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.267330172244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3772",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.279874762857143,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3773",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.292419353469388,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3774",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.304963944081633,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3775",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.317508534693878,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3776",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.330053125306122,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3777",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.342597715918367,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3778",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.355142306530612,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3779",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.367686897142857,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3780",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.380231487755102,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3781",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.392776078367347,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3782",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.405320668979592,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3783",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.417865259591837,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3784",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.430409850204082,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3785",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.442954440816327,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3786",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.455499031428572,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3787",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.468043622040816,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3788",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.480588212653061,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3789",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.493132803265306,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3790",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.505677393877551,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3791",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.518221984489796,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3792",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.530766575102041,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3793",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.543311165714286,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3794",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.555855756326531,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3795",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.568400346938776,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3796",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.580944937551021,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3797",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.593489528163265,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3798",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.60603411877551,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3799",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.618578709387755,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3800",1,1,0.00136986301369863,236.856607193141,0.000123,0.000958904109589041,0.6311233,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3801",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.01643836,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3802",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.0289829506122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3803",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.0415275412244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3804",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.0540721318367347,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3805",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.0666167224489796,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3806",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.0791613130612245,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3807",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.0917059036734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3808",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.104250494285714,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3809",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.116795084897959,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3810",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.129339675510204,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3811",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.141884266122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3812",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.154428856734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3813",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.166973447346939,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3814",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.179518037959184,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3815",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.192062628571429,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3816",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.204607219183674,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3817",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.217151809795918,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3818",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.229696400408163,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3819",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.242240991020408,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3820",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.254785581632653,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3821",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.267330172244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3822",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.279874762857143,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3823",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.292419353469388,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3824",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.304963944081633,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3825",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.317508534693878,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3826",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.330053125306122,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3827",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.342597715918367,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3828",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.355142306530612,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3829",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.367686897142857,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3830",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.380231487755102,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3831",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.392776078367347,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3832",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.405320668979592,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3833",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.417865259591837,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3834",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.430409850204082,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3835",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.442954440816327,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3836",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.455499031428572,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3837",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.468043622040816,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3838",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.480588212653061,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3839",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.493132803265306,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3840",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.505677393877551,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3841",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.518221984489796,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3842",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.530766575102041,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3843",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.543311165714286,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3844",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.555855756326531,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3845",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.568400346938776,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3846",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.580944937551021,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3847",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.593489528163265,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3848",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.60603411877551,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3849",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.618578709387755,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3850",1,1,0.00136986301369863,276.831352595221,0.000123,0.000958904109589041,0.6311233,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3851",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.01643836,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3852",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.0289829506122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3853",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.0415275412244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3854",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.0540721318367347,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3855",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.0666167224489796,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3856",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.0791613130612245,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3857",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.0917059036734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3858",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.104250494285714,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3859",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.116795084897959,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3860",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.129339675510204,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3861",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.141884266122449,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3862",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.154428856734694,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3863",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.166973447346939,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3864",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.179518037959184,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3865",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.192062628571429,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3866",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.204607219183674,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3867",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.217151809795918,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3868",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.229696400408163,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3869",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.242240991020408,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3870",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.254785581632653,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3871",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.267330172244898,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
"3872",1,1,0.00136986301369863,323.552712706083,0.000123,0.000958904109589041,0.279874762857143,4.57534246575342e-05,0.9,0.5,0.1,"Hookworm"
