"","freq","p","mu_a","lambda_eff","N","beta_eff","mu_l","mu_h","mu_BB","mu_AB","mu_AA","species"
"32",0.5,0.669387755102041,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"33",0.5,0.687755102040816,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"34",0.5,0.706122448979592,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"35",0.5,0.724489795918367,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"36",0.5,0.742857142857143,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"37",0.5,0.761224489795918,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"38",0.5,0.779591836734694,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"39",0.5,0.797959183673469,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"40",0.5,0.816326530612245,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"41",0.5,0.83469387755102,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"42",0.5,0.853061224489796,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"43",0.5,0.871428571428571,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"44",0.5,0.889795918367347,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"45",0.5,0.908163265306122,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"46",0.5,0.926530612244898,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"47",0.5,0.944897959183673,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"48",0.5,0.963265306122449,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"49",0.5,0.981632653061225,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"50",0.5,1,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"51",0.73469387755102,0.1,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"52",0.73469387755102,0.118367346938776,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"53",0.73469387755102,0.136734693877551,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"54",0.73469387755102,0.155102040816327,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"55",0.73469387755102,0.173469387755102,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"56",0.73469387755102,0.191836734693878,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"57",0.73469387755102,0.210204081632653,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"58",0.73469387755102,0.228571428571429,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"59",0.73469387755102,0.246938775510204,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"60",0.73469387755102,0.26530612244898,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"61",0.73469387755102,0.283673469387755,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"62",0.73469387755102,0.302040816326531,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"63",0.73469387755102,0.320408163265306,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"64",0.73469387755102,0.338775510204082,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"65",0.73469387755102,0.357142857142857,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"66",0.73469387755102,0.375510204081633,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"67",0.73469387755102,0.393877551020408,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"68",0.73469387755102,0.412244897959184,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"69",0.73469387755102,0.430612244897959,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"70",0.73469387755102,0.448979591836735,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"71",0.73469387755102,0.46734693877551,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"72",0.73469387755102,0.485714285714286,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"73",0.73469387755102,0.504081632653061,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"74",0.73469387755102,0.522448979591837,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"75",0.73469387755102,0.540816326530612,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"76",0.73469387755102,0.559183673469388,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"77",0.73469387755102,0.577551020408163,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"78",0.73469387755102,0.595918367346939,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"79",0.73469387755102,0.614285714285714,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"80",0.73469387755102,0.63265306122449,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"81",0.73469387755102,0.651020408163265,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"82",0.73469387755102,0.669387755102041,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"83",0.73469387755102,0.687755102040816,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"84",0.73469387755102,0.706122448979592,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"85",0.73469387755102,0.724489795918367,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"86",0.73469387755102,0.742857142857143,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"87",0.73469387755102,0.761224489795918,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"88",0.73469387755102,0.779591836734694,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"89",0.73469387755102,0.797959183673469,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"90",0.73469387755102,0.816326530612245,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"91",0.73469387755102,0.83469387755102,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"92",0.73469387755102,0.853061224489796,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"93",0.73469387755102,0.871428571428571,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"94",0.73469387755102,0.889795918367347,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"95",0.73469387755102,0.908163265306122,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"96",0.73469387755102,0.926530612244898,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"97",0.73469387755102,0.944897959183673,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"98",0.73469387755102,0.963265306122449,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"99",0.73469387755102,0.981632653061225,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"100",0.73469387755102,1,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"101",0.969387755102041,0.1,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"102",0.969387755102041,0.118367346938776,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"103",0.969387755102041,0.136734693877551,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"104",0.969387755102041,0.155102040816327,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"105",0.969387755102041,0.173469387755102,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"106",0.969387755102041,0.191836734693878,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"107",0.969387755102041,0.210204081632653,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"108",0.969387755102041,0.228571428571429,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"109",0.969387755102041,0.246938775510204,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"110",0.969387755102041,0.26530612244898,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"111",0.969387755102041,0.283673469387755,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"112",0.969387755102041,0.302040816326531,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"113",0.969387755102041,0.320408163265306,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"114",0.969387755102041,0.338775510204082,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"115",0.969387755102041,0.357142857142857,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"116",0.969387755102041,0.375510204081633,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"117",0.969387755102041,0.393877551020408,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"118",0.969387755102041,0.412244897959184,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"119",0.969387755102041,0.430612244897959,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"120",0.969387755102041,0.448979591836735,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"121",0.969387755102041,0.46734693877551,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"122",0.969387755102041,0.485714285714286,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"123",0.969387755102041,0.504081632653061,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"124",0.969387755102041,0.522448979591837,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"125",0.969387755102041,0.540816326530612,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"126",0.969387755102041,0.559183673469388,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"127",0.969387755102041,0.577551020408163,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"128",0.969387755102041,0.595918367346939,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"129",0.969387755102041,0.614285714285714,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"130",0.969387755102041,0.63265306122449,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"131",0.969387755102041,0.651020408163265,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"132",0.969387755102041,0.669387755102041,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"133",0.969387755102041,0.687755102040816,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"134",0.969387755102041,0.706122448979592,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"135",0.969387755102041,0.724489795918367,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"136",0.969387755102041,0.742857142857143,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"137",0.969387755102041,0.761224489795918,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"138",0.969387755102041,0.779591836734694,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"139",0.969387755102041,0.797959183673469,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"140",0.969387755102041,0.816326530612245,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"141",0.969387755102041,0.83469387755102,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"142",0.969387755102041,0.853061224489796,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"143",0.969387755102041,0.871428571428571,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"144",0.969387755102041,0.889795918367347,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"145",0.969387755102041,0.908163265306122,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"146",0.969387755102041,0.926530612244898,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"147",0.969387755102041,0.944897959183673,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"148",0.969387755102041,0.963265306122449,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"149",0.969387755102041,0.981632653061225,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"150",0.969387755102041,1,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"151",1.20408163265306,0.1,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"152",1.20408163265306,0.118367346938776,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"153",1.20408163265306,0.136734693877551,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"154",1.20408163265306,0.155102040816327,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
"155",1.20408163265306,0.173469387755102,0.00273972602739726,10000,0.000123,0.00010958904109589,0.0164383561643836,4.57534246575342e-05,0.9,0.5,0.1,"Ascaris lumbricoides"
